4d3b0460f538b3c4adec6fc7c690bd0d	gi|2413015895|gb|CP104059.1|	93.562	100	6.11e-91	233	195108	Fusarium falciforme	ascomycete fungi	Fusarium falciforme
3187d6d8ad49d967ee5cf0272db7de94	gi|959315753|gb|KT952468.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
3187d6d8ad49d967ee5cf0272db7de94	gi|515419127|gb|JX995171.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
3187d6d8ad49d967ee5cf0272db7de94	gi|515418970|gb|JX995170.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
3187d6d8ad49d967ee5cf0272db7de94	gi|936253002|gb|KT208802.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
3187d6d8ad49d967ee5cf0272db7de94	gi|515418966|gb|JX995168.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
3187d6d8ad49d967ee5cf0272db7de94	gi|515418958|gb|JX995167.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
3187d6d8ad49d967ee5cf0272db7de94	gi|515418933|gb|JX995165.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
3187d6d8ad49d967ee5cf0272db7de94	gi|959315749|gb|KT952466.1|	98.419	100	2.32e-120	253	463189	Centropages typicus	crustaceans	Centropages typicus
3187d6d8ad49d967ee5cf0272db7de94	gi|936253212|gb|KT208907.1|	98.413	99	8.34e-120	252	463189	Centropages typicus	crustaceans	Centropages typicus
3187d6d8ad49d967ee5cf0272db7de94	gi|515419133|gb|JX995173.1|	98.413	99	8.34e-120	252	463189	Centropages typicus	crustaceans	Centropages typicus
36aba6907f60a8052a487030983e0651	gi|959315753|gb|KT952468.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
36aba6907f60a8052a487030983e0651	gi|515419127|gb|JX995171.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
36aba6907f60a8052a487030983e0651	gi|515418970|gb|JX995170.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
36aba6907f60a8052a487030983e0651	gi|936253002|gb|KT208802.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
36aba6907f60a8052a487030983e0651	gi|515418966|gb|JX995168.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
36aba6907f60a8052a487030983e0651	gi|515418958|gb|JX995167.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
36aba6907f60a8052a487030983e0651	gi|515418933|gb|JX995165.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
36aba6907f60a8052a487030983e0651	gi|959315749|gb|KT952466.1|	98.419	100	2.32e-120	253	463189	Centropages typicus	crustaceans	Centropages typicus
36aba6907f60a8052a487030983e0651	gi|936253212|gb|KT208907.1|	98.413	99	8.34e-120	252	463189	Centropages typicus	crustaceans	Centropages typicus
36aba6907f60a8052a487030983e0651	gi|515419133|gb|JX995173.1|	98.413	99	8.34e-120	252	463189	Centropages typicus	crustaceans	Centropages typicus
5c86f11459bc78d2d07a5846b0a93abc	gi|959315753|gb|KT952468.1|	99.605	100	2.30e-125	253	463189	Centropages typicus	crustaceans	Centropages typicus
5c86f11459bc78d2d07a5846b0a93abc	gi|515419127|gb|JX995171.1|	99.605	100	2.30e-125	253	463189	Centropages typicus	crustaceans	Centropages typicus
5c86f11459bc78d2d07a5846b0a93abc	gi|515418970|gb|JX995170.1|	99.605	100	2.30e-125	253	463189	Centropages typicus	crustaceans	Centropages typicus
5c86f11459bc78d2d07a5846b0a93abc	gi|936253002|gb|KT208802.1|	99.603	99	8.28e-125	252	463189	Centropages typicus	crustaceans	Centropages typicus
5c86f11459bc78d2d07a5846b0a93abc	gi|515418966|gb|JX995168.1|	99.603	99	8.28e-125	252	463189	Centropages typicus	crustaceans	Centropages typicus
5c86f11459bc78d2d07a5846b0a93abc	gi|515418958|gb|JX995167.1|	99.603	99	8.28e-125	252	463189	Centropages typicus	crustaceans	Centropages typicus
5c86f11459bc78d2d07a5846b0a93abc	gi|515418933|gb|JX995165.1|	99.603	99	8.28e-125	252	463189	Centropages typicus	crustaceans	Centropages typicus
5c86f11459bc78d2d07a5846b0a93abc	gi|959315749|gb|KT952466.1|	99.209	100	1.07e-123	253	463189	Centropages typicus	crustaceans	Centropages typicus
5c86f11459bc78d2d07a5846b0a93abc	gi|936253212|gb|KT208907.1|	99.206	99	3.85e-123	252	463189	Centropages typicus	crustaceans	Centropages typicus
5c86f11459bc78d2d07a5846b0a93abc	gi|515419133|gb|JX995173.1|	99.206	99	3.85e-123	252	463189	Centropages typicus	crustaceans	Centropages typicus
9fe888dd6a09fb419156ff2bff85fbf3	gi|936253002|gb|KT208802.1|	99.605	100	2.30e-125	253	463189	Centropages typicus	crustaceans	Centropages typicus
9fe888dd6a09fb419156ff2bff85fbf3	gi|515418966|gb|JX995168.1|	99.605	100	2.30e-125	253	463189	Centropages typicus	crustaceans	Centropages typicus
9fe888dd6a09fb419156ff2bff85fbf3	gi|515418958|gb|JX995167.1|	99.605	100	2.30e-125	253	463189	Centropages typicus	crustaceans	Centropages typicus
9fe888dd6a09fb419156ff2bff85fbf3	gi|515418933|gb|JX995165.1|	99.605	100	2.30e-125	253	463189	Centropages typicus	crustaceans	Centropages typicus
9fe888dd6a09fb419156ff2bff85fbf3	gi|959315753|gb|KT952468.1|	99.603	99	8.28e-125	252	463189	Centropages typicus	crustaceans	Centropages typicus
9fe888dd6a09fb419156ff2bff85fbf3	gi|515419127|gb|JX995171.1|	99.603	99	8.28e-125	252	463189	Centropages typicus	crustaceans	Centropages typicus
9fe888dd6a09fb419156ff2bff85fbf3	gi|515418970|gb|JX995170.1|	99.603	99	8.28e-125	252	463189	Centropages typicus	crustaceans	Centropages typicus
9fe888dd6a09fb419156ff2bff85fbf3	gi|936253212|gb|KT208907.1|	99.209	100	1.07e-123	253	463189	Centropages typicus	crustaceans	Centropages typicus
9fe888dd6a09fb419156ff2bff85fbf3	gi|515419133|gb|JX995173.1|	99.209	100	1.07e-123	253	463189	Centropages typicus	crustaceans	Centropages typicus
9fe888dd6a09fb419156ff2bff85fbf3	gi|156186220|gb|EU016221.1|	99.209	100	1.07e-123	253	463189	Centropages typicus	crustaceans	Centropages typicus
f9768a2d551b7161aa26e91dd73f738f	gi|959315753|gb|KT952468.1|	99.209	100	1.07e-123	253	463189	Centropages typicus	crustaceans	Centropages typicus
f9768a2d551b7161aa26e91dd73f738f	gi|515419127|gb|JX995171.1|	99.209	100	1.07e-123	253	463189	Centropages typicus	crustaceans	Centropages typicus
f9768a2d551b7161aa26e91dd73f738f	gi|515418970|gb|JX995170.1|	99.209	100	1.07e-123	253	463189	Centropages typicus	crustaceans	Centropages typicus
f9768a2d551b7161aa26e91dd73f738f	gi|936253002|gb|KT208802.1|	99.206	99	3.85e-123	252	463189	Centropages typicus	crustaceans	Centropages typicus
f9768a2d551b7161aa26e91dd73f738f	gi|515418966|gb|JX995168.1|	99.206	99	3.85e-123	252	463189	Centropages typicus	crustaceans	Centropages typicus
f9768a2d551b7161aa26e91dd73f738f	gi|515418958|gb|JX995167.1|	99.206	99	3.85e-123	252	463189	Centropages typicus	crustaceans	Centropages typicus
f9768a2d551b7161aa26e91dd73f738f	gi|515418933|gb|JX995165.1|	99.206	99	3.85e-123	252	463189	Centropages typicus	crustaceans	Centropages typicus
f9768a2d551b7161aa26e91dd73f738f	gi|959315749|gb|KT952466.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
f9768a2d551b7161aa26e91dd73f738f	gi|936253212|gb|KT208907.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
f9768a2d551b7161aa26e91dd73f738f	gi|515419133|gb|JX995173.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
c685b04bda4e07d18370076c0a72a5a0	gi|959315753|gb|KT952468.1|	99.603	99	8.28e-125	252	463189	Centropages typicus	crustaceans	Centropages typicus
c685b04bda4e07d18370076c0a72a5a0	gi|936253002|gb|KT208802.1|	99.603	99	8.28e-125	252	463189	Centropages typicus	crustaceans	Centropages typicus
c685b04bda4e07d18370076c0a72a5a0	gi|515419127|gb|JX995171.1|	99.603	99	8.28e-125	252	463189	Centropages typicus	crustaceans	Centropages typicus
c685b04bda4e07d18370076c0a72a5a0	gi|515418970|gb|JX995170.1|	99.603	99	8.28e-125	252	463189	Centropages typicus	crustaceans	Centropages typicus
c685b04bda4e07d18370076c0a72a5a0	gi|515418966|gb|JX995168.1|	99.603	99	8.28e-125	252	463189	Centropages typicus	crustaceans	Centropages typicus
c685b04bda4e07d18370076c0a72a5a0	gi|515418958|gb|JX995167.1|	99.603	99	8.28e-125	252	463189	Centropages typicus	crustaceans	Centropages typicus
c685b04bda4e07d18370076c0a72a5a0	gi|515418933|gb|JX995165.1|	99.603	99	8.28e-125	252	463189	Centropages typicus	crustaceans	Centropages typicus
c685b04bda4e07d18370076c0a72a5a0	gi|515419131|gb|JX995172.1|	99.209	100	1.07e-123	253	463189	Centropages typicus	crustaceans	Centropages typicus
c685b04bda4e07d18370076c0a72a5a0	gi|959315749|gb|KT952466.1|	99.206	99	3.85e-123	252	463189	Centropages typicus	crustaceans	Centropages typicus
c685b04bda4e07d18370076c0a72a5a0	gi|936253212|gb|KT208907.1|	99.206	99	3.85e-123	252	463189	Centropages typicus	crustaceans	Centropages typicus
129033d87849b00f0eab900c5f8ef975	gi|515419133|gb|JX995173.1|	99.605	100	2.30e-125	253	463189	Centropages typicus	crustaceans	Centropages typicus
129033d87849b00f0eab900c5f8ef975	gi|936253002|gb|KT208802.1|	99.209	100	1.07e-123	253	463189	Centropages typicus	crustaceans	Centropages typicus
129033d87849b00f0eab900c5f8ef975	gi|515418966|gb|JX995168.1|	99.209	100	1.07e-123	253	463189	Centropages typicus	crustaceans	Centropages typicus
129033d87849b00f0eab900c5f8ef975	gi|515418958|gb|JX995167.1|	99.209	100	1.07e-123	253	463189	Centropages typicus	crustaceans	Centropages typicus
129033d87849b00f0eab900c5f8ef975	gi|959315753|gb|KT952468.1|	99.206	99	3.85e-123	252	463189	Centropages typicus	crustaceans	Centropages typicus
129033d87849b00f0eab900c5f8ef975	gi|2076472414|gb|MZ710175.1|	99.206	99	3.85e-123	252	463189	Centropages typicus	crustaceans	Centropages typicus
129033d87849b00f0eab900c5f8ef975	gi|515419127|gb|JX995171.1|	99.206	99	3.85e-123	252	463189	Centropages typicus	crustaceans	Centropages typicus
129033d87849b00f0eab900c5f8ef975	gi|515418970|gb|JX995170.1|	99.206	99	3.85e-123	252	463189	Centropages typicus	crustaceans	Centropages typicus
129033d87849b00f0eab900c5f8ef975	gi|936253212|gb|KT208907.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
129033d87849b00f0eab900c5f8ef975	gi|515418933|gb|JX995165.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
ad8fd5fced8650e09fea582f8b72a779	gi|959315753|gb|KT952468.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
ad8fd5fced8650e09fea582f8b72a779	gi|515419127|gb|JX995171.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
ad8fd5fced8650e09fea582f8b72a779	gi|515418970|gb|JX995170.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
ad8fd5fced8650e09fea582f8b72a779	gi|936253002|gb|KT208802.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
ad8fd5fced8650e09fea582f8b72a779	gi|515418966|gb|JX995168.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
ad8fd5fced8650e09fea582f8b72a779	gi|515418958|gb|JX995167.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
ad8fd5fced8650e09fea582f8b72a779	gi|515418933|gb|JX995165.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
ad8fd5fced8650e09fea582f8b72a779	gi|959315749|gb|KT952466.1|	98.419	100	2.32e-120	253	463189	Centropages typicus	crustaceans	Centropages typicus
ad8fd5fced8650e09fea582f8b72a779	gi|936253212|gb|KT208907.1|	98.413	99	8.34e-120	252	463189	Centropages typicus	crustaceans	Centropages typicus
ad8fd5fced8650e09fea582f8b72a779	gi|515419133|gb|JX995173.1|	98.413	99	8.34e-120	252	463189	Centropages typicus	crustaceans	Centropages typicus
aba5d82f612834447f0d0c3220482e44	gi|936253002|gb|KT208802.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
aba5d82f612834447f0d0c3220482e44	gi|515418966|gb|JX995168.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
aba5d82f612834447f0d0c3220482e44	gi|515418958|gb|JX995167.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
aba5d82f612834447f0d0c3220482e44	gi|959315753|gb|KT952468.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
aba5d82f612834447f0d0c3220482e44	gi|515419127|gb|JX995171.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
aba5d82f612834447f0d0c3220482e44	gi|515418970|gb|JX995170.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
aba5d82f612834447f0d0c3220482e44	gi|936253212|gb|KT208907.1|	98.419	100	2.32e-120	253	463189	Centropages typicus	crustaceans	Centropages typicus
aba5d82f612834447f0d0c3220482e44	gi|515419133|gb|JX995173.1|	98.419	100	2.32e-120	253	463189	Centropages typicus	crustaceans	Centropages typicus
aba5d82f612834447f0d0c3220482e44	gi|515418933|gb|JX995165.1|	98.419	100	2.32e-120	253	463189	Centropages typicus	crustaceans	Centropages typicus
aba5d82f612834447f0d0c3220482e44	gi|156186220|gb|EU016221.1|	98.419	100	2.32e-120	253	463189	Centropages typicus	crustaceans	Centropages typicus
c578ff366c86969b55a91d651befca33	gi|959315753|gb|KT952468.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
c578ff366c86969b55a91d651befca33	gi|515419127|gb|JX995171.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
c578ff366c86969b55a91d651befca33	gi|515418970|gb|JX995170.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
c578ff366c86969b55a91d651befca33	gi|936253002|gb|KT208802.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
c578ff366c86969b55a91d651befca33	gi|515418966|gb|JX995168.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
c578ff366c86969b55a91d651befca33	gi|515418958|gb|JX995167.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
c578ff366c86969b55a91d651befca33	gi|959315749|gb|KT952466.1|	98.419	100	2.32e-120	253	463189	Centropages typicus	crustaceans	Centropages typicus
c578ff366c86969b55a91d651befca33	gi|936253212|gb|KT208907.1|	98.413	99	8.34e-120	252	463189	Centropages typicus	crustaceans	Centropages typicus
c578ff366c86969b55a91d651befca33	gi|515419133|gb|JX995173.1|	98.413	99	8.34e-120	252	463189	Centropages typicus	crustaceans	Centropages typicus
c578ff366c86969b55a91d651befca33	gi|515419131|gb|JX995172.1|	98.413	99	8.34e-120	252	463189	Centropages typicus	crustaceans	Centropages typicus
89bbea7c6b2c3fca6010f065a3169c44	gi|959315749|gb|KT952466.1|	99.209	100	1.07e-123	253	463189	Centropages typicus	crustaceans	Centropages typicus
89bbea7c6b2c3fca6010f065a3169c44	gi|959315753|gb|KT952468.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
89bbea7c6b2c3fca6010f065a3169c44	gi|515419127|gb|JX995171.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
89bbea7c6b2c3fca6010f065a3169c44	gi|515418970|gb|JX995170.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
89bbea7c6b2c3fca6010f065a3169c44	gi|936253002|gb|KT208802.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
89bbea7c6b2c3fca6010f065a3169c44	gi|515418968|gb|JX995169.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
89bbea7c6b2c3fca6010f065a3169c44	gi|515418966|gb|JX995168.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
89bbea7c6b2c3fca6010f065a3169c44	gi|515418958|gb|JX995167.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
89bbea7c6b2c3fca6010f065a3169c44	gi|515418933|gb|JX995165.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
89bbea7c6b2c3fca6010f065a3169c44	gi|936253212|gb|KT208907.1|	98.413	99	8.34e-120	252	463189	Centropages typicus	crustaceans	Centropages typicus
9c57fb624378e85ea022800591fc8129	gi|936253002|gb|KT208802.1|	98.419	100	2.32e-120	253	463189	Centropages typicus	crustaceans	Centropages typicus
9c57fb624378e85ea022800591fc8129	gi|515418968|gb|JX995169.1|	98.419	100	2.32e-120	253	463189	Centropages typicus	crustaceans	Centropages typicus
9c57fb624378e85ea022800591fc8129	gi|515418966|gb|JX995168.1|	98.419	100	2.32e-120	253	463189	Centropages typicus	crustaceans	Centropages typicus
9c57fb624378e85ea022800591fc8129	gi|515418958|gb|JX995167.1|	98.419	100	2.32e-120	253	463189	Centropages typicus	crustaceans	Centropages typicus
9c57fb624378e85ea022800591fc8129	gi|959315753|gb|KT952468.1|	98.413	99	8.34e-120	252	463189	Centropages typicus	crustaceans	Centropages typicus
9c57fb624378e85ea022800591fc8129	gi|515419127|gb|JX995171.1|	98.413	99	8.34e-120	252	463189	Centropages typicus	crustaceans	Centropages typicus
9c57fb624378e85ea022800591fc8129	gi|515418970|gb|JX995170.1|	98.413	99	8.34e-120	252	463189	Centropages typicus	crustaceans	Centropages typicus
9c57fb624378e85ea022800591fc8129	gi|936253212|gb|KT208907.1|	98.024	100	1.08e-118	253	463189	Centropages typicus	crustaceans	Centropages typicus
9c57fb624378e85ea022800591fc8129	gi|515419133|gb|JX995173.1|	98.024	100	1.08e-118	253	463189	Centropages typicus	crustaceans	Centropages typicus
9c57fb624378e85ea022800591fc8129	gi|515418933|gb|JX995165.1|	98.024	100	1.08e-118	253	463189	Centropages typicus	crustaceans	Centropages typicus
45cac417e0975eea34e4dbfa0a1f2f15	gi|936253002|gb|KT208802.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
45cac417e0975eea34e4dbfa0a1f2f15	gi|515418968|gb|JX995169.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
45cac417e0975eea34e4dbfa0a1f2f15	gi|515418966|gb|JX995168.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
45cac417e0975eea34e4dbfa0a1f2f15	gi|515418958|gb|JX995167.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
45cac417e0975eea34e4dbfa0a1f2f15	gi|959315753|gb|KT952468.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
45cac417e0975eea34e4dbfa0a1f2f15	gi|515419127|gb|JX995171.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
45cac417e0975eea34e4dbfa0a1f2f15	gi|515418970|gb|JX995170.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
45cac417e0975eea34e4dbfa0a1f2f15	gi|936253212|gb|KT208907.1|	98.419	100	2.32e-120	253	463189	Centropages typicus	crustaceans	Centropages typicus
45cac417e0975eea34e4dbfa0a1f2f15	gi|515419133|gb|JX995173.1|	98.419	100	2.32e-120	253	463189	Centropages typicus	crustaceans	Centropages typicus
45cac417e0975eea34e4dbfa0a1f2f15	gi|515418933|gb|JX995165.1|	98.419	100	2.32e-120	253	463189	Centropages typicus	crustaceans	Centropages typicus
89afd34f289ef46329350e36ea029467	gi|156186220|gb|EU016221.1|	99.209	100	1.07e-123	253	463189	Centropages typicus	crustaceans	Centropages typicus
89afd34f289ef46329350e36ea029467	gi|936253002|gb|KT208802.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
89afd34f289ef46329350e36ea029467	gi|515418968|gb|JX995169.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
89afd34f289ef46329350e36ea029467	gi|515418966|gb|JX995168.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
89afd34f289ef46329350e36ea029467	gi|515418958|gb|JX995167.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
89afd34f289ef46329350e36ea029467	gi|959315753|gb|KT952468.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
89afd34f289ef46329350e36ea029467	gi|515419127|gb|JX995171.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
89afd34f289ef46329350e36ea029467	gi|515418970|gb|JX995170.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
89afd34f289ef46329350e36ea029467	gi|936253212|gb|KT208907.1|	98.419	100	2.32e-120	253	463189	Centropages typicus	crustaceans	Centropages typicus
89afd34f289ef46329350e36ea029467	gi|515419133|gb|JX995173.1|	98.419	100	2.32e-120	253	463189	Centropages typicus	crustaceans	Centropages typicus
dedc70837e8ba9cee359a2d55b91e896	gi|936253002|gb|KT208802.1|	99.209	100	1.07e-123	253	463189	Centropages typicus	crustaceans	Centropages typicus
dedc70837e8ba9cee359a2d55b91e896	gi|515418968|gb|JX995169.1|	99.209	100	1.07e-123	253	463189	Centropages typicus	crustaceans	Centropages typicus
dedc70837e8ba9cee359a2d55b91e896	gi|515418966|gb|JX995168.1|	99.209	100	1.07e-123	253	463189	Centropages typicus	crustaceans	Centropages typicus
dedc70837e8ba9cee359a2d55b91e896	gi|515418958|gb|JX995167.1|	99.209	100	1.07e-123	253	463189	Centropages typicus	crustaceans	Centropages typicus
dedc70837e8ba9cee359a2d55b91e896	gi|515418933|gb|JX995165.1|	99.209	100	1.07e-123	253	463189	Centropages typicus	crustaceans	Centropages typicus
dedc70837e8ba9cee359a2d55b91e896	gi|959315753|gb|KT952468.1|	99.206	99	3.85e-123	252	463189	Centropages typicus	crustaceans	Centropages typicus
dedc70837e8ba9cee359a2d55b91e896	gi|515419127|gb|JX995171.1|	99.206	99	3.85e-123	252	463189	Centropages typicus	crustaceans	Centropages typicus
dedc70837e8ba9cee359a2d55b91e896	gi|515418970|gb|JX995170.1|	99.206	99	3.85e-123	252	463189	Centropages typicus	crustaceans	Centropages typicus
dedc70837e8ba9cee359a2d55b91e896	gi|936253212|gb|KT208907.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
dedc70837e8ba9cee359a2d55b91e896	gi|515419133|gb|JX995173.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
001ab1356ec38c735da4bbfc94c4c39e	gi|936253002|gb|KT208802.1|	99.209	100	1.07e-123	253	463189	Centropages typicus	crustaceans	Centropages typicus
001ab1356ec38c735da4bbfc94c4c39e	gi|515418966|gb|JX995168.1|	99.209	100	1.07e-123	253	463189	Centropages typicus	crustaceans	Centropages typicus
001ab1356ec38c735da4bbfc94c4c39e	gi|515418958|gb|JX995167.1|	99.209	100	1.07e-123	253	463189	Centropages typicus	crustaceans	Centropages typicus
001ab1356ec38c735da4bbfc94c4c39e	gi|959315753|gb|KT952468.1|	99.206	99	3.85e-123	252	463189	Centropages typicus	crustaceans	Centropages typicus
001ab1356ec38c735da4bbfc94c4c39e	gi|515419127|gb|JX995171.1|	99.206	99	3.85e-123	252	463189	Centropages typicus	crustaceans	Centropages typicus
001ab1356ec38c735da4bbfc94c4c39e	gi|515418970|gb|JX995170.1|	99.206	99	3.85e-123	252	463189	Centropages typicus	crustaceans	Centropages typicus
001ab1356ec38c735da4bbfc94c4c39e	gi|936253212|gb|KT208907.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
001ab1356ec38c735da4bbfc94c4c39e	gi|515419133|gb|JX995173.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
001ab1356ec38c735da4bbfc94c4c39e	gi|515418933|gb|JX995165.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
001ab1356ec38c735da4bbfc94c4c39e	gi|156186220|gb|EU016221.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
b64568c37f5dae26a92645f361a7a412	gi|936253002|gb|KT208802.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
b64568c37f5dae26a92645f361a7a412	gi|515418966|gb|JX995168.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
b64568c37f5dae26a92645f361a7a412	gi|515418958|gb|JX995167.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
b64568c37f5dae26a92645f361a7a412	gi|959315753|gb|KT952468.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
b64568c37f5dae26a92645f361a7a412	gi|515419127|gb|JX995171.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
b64568c37f5dae26a92645f361a7a412	gi|515418970|gb|JX995170.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
b64568c37f5dae26a92645f361a7a412	gi|936253212|gb|KT208907.1|	98.419	100	2.32e-120	253	463189	Centropages typicus	crustaceans	Centropages typicus
b64568c37f5dae26a92645f361a7a412	gi|515419133|gb|JX995173.1|	98.419	100	2.32e-120	253	463189	Centropages typicus	crustaceans	Centropages typicus
b64568c37f5dae26a92645f361a7a412	gi|515418933|gb|JX995165.1|	98.419	100	2.32e-120	253	463189	Centropages typicus	crustaceans	Centropages typicus
b64568c37f5dae26a92645f361a7a412	gi|156186220|gb|EU016221.1|	98.419	100	2.32e-120	253	463189	Centropages typicus	crustaceans	Centropages typicus
55b69e0eb206085ceac435a6fadc2425	gi|959315753|gb|KT952468.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
55b69e0eb206085ceac435a6fadc2425	gi|515419127|gb|JX995171.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
55b69e0eb206085ceac435a6fadc2425	gi|515418970|gb|JX995170.1|	98.814	100	4.98e-122	253	463189	Centropages typicus	crustaceans	Centropages typicus
55b69e0eb206085ceac435a6fadc2425	gi|936253002|gb|KT208802.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
55b69e0eb206085ceac435a6fadc2425	gi|515418966|gb|JX995168.1|	98.810	99	1.79e-121	252	463189	Centropages typicus	crustaceans	Centropages typicus
